"region","chrom","start","end","n_bins","observed","expected","resid","contrib","contrib_share","p_val","padj","class"
354,"chr2",131000001,132000000,500,157,184.684188195122,-2.03712151461705,4.14986406531567,0.000236398072957467,0.0413417251416536,0.123336863664018,"all"
355,"chr2",132000001,132948000,438,151,162.271565830905,-0.884836518715281,0.782935664852179,4.46001313555434e-05,0.399806876784544,0.599814921894969,"all"
356,"chr2",133122001,134000000,439,159,190.15126197532,-2.25905101836136,5.10331150355951,0.000290711451304218,0.0229375874858698,0.0798083292742583,"all"
357,"chr2",134000001,135000000,500,200,197.692259524714,0.164131574089038,0.0269391736129453,1.53459694798039e-06,0.888487751521037,0.958553067109594,"all"
358,"chr2",135000001,136000000,500,226,197.357185629135,2.03886850259619,4.15698477087881,0.000236803705779827,0.0488504298019912,0.139774632976356,"all"
359,"chr2",136000001,137000000,500,190,188.886230448202,0.0810392085963735,0.00656735332992654,3.74110970188452e-07,0.954734516785075,0.994139900931054,"all"
360,"chr2",137000001,138000000,500,248,225.616839492227,1.4901694422324,2.22060496656324,0.000126497332595254,0.148412047823808,0.309003152585953,"all"
361,"chr2",138000001,139000000,500,234,201.076178927011,2.32182734093579,5.39088220111694,0.000307092989993592,0.0250667103279325,0.0848480029636158,"all"
362,"chr2",139000001,140000000,500,233,202.182295153748,2.16734840380126,4.69739910345989,0.000267588547116803,0.0363111664378025,0.112302172790917,"all"
363,"chr2",140000001,141000000,500,269,220.026424385152,3.30159952139132,10.9005593996514,0.000620953167544289,0.00153174868052439,0.00973730258772379,"all"
364,"chr2",141000001,142000000,500,288,227.222937279913,4.03193593237431,16.2565073627711,0.000926056119692595,0.00011827493173103,0.0012264961625035,"all"
365,"chr2",142000001,143000000,500,259,208.176748691306,3.52246214006442,12.4077395281872,0.000706810070897714,0.000749140320736085,0.0054930570320981,"all"
366,"chr2",143000001,144000000,500,221,199.8363007975,1.49711233776984,2.24134535190268,0.000127678813976203,0.147287383434097,0.308003594679471,"all"
367,"chr2",144000001,145000000,500,223,234.312070989194,-0.739000599295003,0.546121885758374,3.11099735705094e-05,0.483367718329477,0.677932759155509,"all"
368,"chr2",145000001,146000000,500,326,250.587399934744,4.76391824271731,22.6949170232947,0.00129282178061618,5.845765097361e-06,9.91704646990177e-05,"all"
369,"chr2",146000001,147000000,500,259,278.683674839207,-1.17909939853332,1.39027539162163,7.91973949716689e-05,0.249066874101887,0.439430601876991,"all"
370,"chr2",147000001,148000000,500,285,269.462842410437,0.946503288941927,0.895868475977885,5.10333779640093e-05,0.358733331606755,0.563246693163508,"all"
371,"chr2",148000001,149000000,500,244,226.83721888433,1.13954244658778,1.29855698757526,7.39726325143844e-05,0.269533247930122,0.464394123687295,"all"
372,"chr2",149000001,150000000,451,178,184.005238367803,-0.44270574432619,0.195988376059406,1.11645282094276e-05,0.692445717913335,0.840491902310555,"all"
373,"chr2",150000001,151000000,500,179,203.165154431787,-1.69537183345885,2.87428565368561,0.000163734420927083,0.0925187335813556,0.225937997596036,"all"
374,"chr2",151000001,152000000,500,232,218.562573374079,0.90892533327379,0.826145261466871,4.70615771311668e-05,0.380026041828753,0.581705639040595,"all"
375,"chr2",152000001,153000000,500,202,207.892020611862,-0.408644207540723,0.166990088356586,9.51263329814421e-06,0.715869856991326,0.85659385642493,"all"
376,"chr2",153000001,154000000,500,221,222.628612212638,-0.109150868985063,0.0119139122001944,6.7867907024954e-07,0.948557017560131,0.992885348428221,"all"
377,"chr2",154000001,155000000,500,279,264.663597676259,0.881237712073525,0.776579905180581,4.42380738724792e-05,0.393431134465687,0.5942924460027,"all"
378,"chr2",155000001,156000000,500,272,242.581379337785,1.88883306078331,3.56769033150803,0.000203234396597839,0.0669420525128751,0.17803605246235,"all"
379,"chr2",156000001,157000000,500,257,244.336359767557,0.810148280011215,0.656340235605131,3.73885901946285e-05,0.433970329435981,0.632533266137752,"all"
380,"chr2",157000001,158000000,500,206,224.032448830437,-1.20475640942728,1.45143800605612,8.26815390211569e-05,0.239651607254456,0.429338675653934,"all"
381,"chr2",158000001,159000000,500,207,240.307337483766,-2.14860410779001,4.6164996120121,0.000262980086796057,0.0310483461995543,0.100469084146865,"all"
382,"chr2",159000001,160000000,500,196,207.35988404208,-0.788881056830948,0.622333321826713,3.5451377611778e-05,0.45373363726371,0.650102117958549,"all"
383,"chr2",160000001,161000000,500,197,203.655321697633,-0.466359868563237,0.217491527006319,1.23894607292299e-05,0.673186872512765,0.826210087112199,"all"
384,"chr2",161000001,162000000,500,204,208.87611205828,-0.337387734503344,0.113830483393299,6.4843827398828e-06,0.770073290316915,0.89143511069422,"all"
385,"chr2",162000001,163000000,494,261,223.318352489672,2.52155052738529,6.35821706215704,0.000362197468948872,0.0149202774590845,0.0571877479614909,"all"
386,"chr2",163000001,164000000,500,255,244.472928983912,0.673274498118189,0.453298549816299,2.58222683838286e-05,0.517257636764362,0.705843714708912,"all"
387,"chr2",164000001,165000000,500,221,222.354388093608,-0.0908281095250033,0.00824974547988599,4.69948871370145e-07,0.963195760804126,0.997110418016246,"all"
388,"chr2",165000001,166000000,500,246,231.583768317435,0.947322156581909,0.897419268350999,5.1121719250083e-05,0.35946774708676,0.563525676321179,"all"
389,"chr2",166000001,167000000,500,220,249.741839620102,-1.88201107243565,3.54196567677037,0.000201768985029709,0.0604362974699347,0.163469184937346,"all"
390,"chr2",167000001,168000000,500,262,300.13785571438,-2.20138439536209,4.84609325614373,0.000276058947737463,0.0270605177916752,0.0909525258015625,"all"
391,"chr2",168000001,169000000,500,260,270.738154798703,-0.652611808919252,0.425902173140858,2.42616267458962e-05,0.537887723137731,0.723662178430726,"all"
392,"chr2",169000001,170000000,500,209,226.391910710694,-1.1558908999943,1.33608377268962,7.61103554724613e-05,0.260229759227141,0.453786973064346,"all"
393,"chr2",170000001,171000000,500,196,219.712579051696,-1.59974709694738,2.55919077419156,0.000145784960140229,0.113325505398485,0.258887827870482,"all"
394,"chr2",171000001,172000000,500,214,246.751677470559,-2.08498767293016,4.34717359627072,0.000247637861095049,0.0366492276215945,0.112860725661774,"all"
395,"chr2",172000001,173000000,500,201,224.069337917239,-1.54114646738874,2.3751324339448,0.000135300029486778,0.127797693611227,0.282060036630783,"all"
396,"chr2",173000001,174000000,500,204,222.855947898349,-1.26309569423681,1.59541073279957,9.08829823997595e-05,0.216548082409624,0.401061597072604,"all"
397,"chr2",174000001,175000000,500,196,217.798984118103,-1.47709466687764,2.18180865491835,0.000124287290732109,0.145321227973998,0.305451584018659,"all"
398,"chr2",175000001,176000000,500,210,230.233898158907,-1.33350585356489,1.77823786149182,0.000101297776770598,0.190644196538218,0.367323193195613,"all"
399,"chr2",176000001,177000000,500,266,286.905318276247,-1.23420552027697,1.52326326628214,8.67730834283612e-05,0.226492830131434,0.412484338211002,"all"
400,"chr2",177000001,178000000,500,234,253.678005681982,-1.23549125073935,1.52643863065348,8.69539688758139e-05,0.226600220677478,0.412484338211002,"all"
401,"chr2",178000001,179000000,500,212,241.540361190298,-1.90073225839979,3.61278311812155,0.000205803118775708,0.0578204100762299,0.158784593571409,"all"
402,"chr2",179000001,180000000,500,254,253.518184090352,0.0302605333753303,0.000915699880159481,5.21630789997017e-08,0.992555464487468,1,"all"
403,"chr2",180000001,181000000,500,247,261.201840141971,-0.878732124970714,0.772170147455547,4.39868708904057e-05,0.398130868923677,0.59761319434774,"all"
404,"chr2",181000001,182000000,500,312,261.104025550953,3.1497541001969,9.92095089170719,0.000565149517138904,0.0023990199128517,0.0143232197085846,"all"
405,"chr2",182000001,183000000,500,250,255.436939832769,-0.340183053934787,0.115724510184398,6.59227646278518e-06,0.764608320177289,0.888629385207462,"all"
406,"chr2",183000001,184000000,500,242,240.645952288088,0.0872860191434898,0.00761884913791766,4.34009699115382e-07,0.947565124641352,0.992885348428221,"all"
407,"chr2",184000001,185000000,500,234,262.17584594338,-1.74012571550908,3.02803750577598,0.000172492934694217,0.0835883229303122,0.210217299860706,"all"
408,"chr2",185000001,186000000,500,319,281.676996914077,2.22382644173836,4.94540404297469,0.000281716212231244,0.0308974855760143,0.100171694687137,"all"
409,"chr2",186000001,187000000,500,266,264.701431233898,0.0798154208640207,0.00637050140770075,3.62897249849732e-07,0.952711451747868,0.994139900931054,"all"
410,"chr2",187000001,188000000,500,218,239.821671022931,-1.40910641430641,1.98558088683947,0.00011310912549477,0.165416827674557,0.333040761898142,"all"
411,"chr2",188000001,189000000,500,264,237.95749962065,1.6882353150217,2.85013847888643,0.000162358870909047,0.101406049945413,0.241070601321309,"all"
412,"chr2",189000001,190000000,500,236,224.09008806321,0.795604492254895,0.632986508096169,3.60582391053881e-05,0.44313167624641,0.641645715049726,"all"
413,"chr2",190000001,191000000,500,262,215.172987034533,3.1922917914986,10.1907268820694,0.000580517375759824,0.00217690488112246,0.0132509263146032,"all"
414,"chr2",191000001,192000000,500,203,207.990428899031,-0.346031947598362,0.119738108758716,6.82091213702894e-06,0.76350013958645,0.888629385207462,"all"
415,"chr2",192000001,193000000,500,240,226.399760445133,0.903875420564413,0.816990775900493,4.65400895082598e-05,0.382432568274506,0.584141807801284,"all"
416,"chr2",193000001,194000000,500,366,267.777282138977,6.00240205899732,36.0288304778553,0.0020523915872479,1.47518286159153e-08,5.49266138205573e-07,"all"
417,"chr2",194000001,195000000,500,332,272.008576354346,3.63745701232226,13.2310935164924,0.000753712642435893,0.000472052613868268,0.00378990504670853,"all"
418,"chr2",195000001,196000000,500,301,277.465926104432,1.41283772890584,1.99611044821981,0.000113708944664802,0.169380539751986,0.338879279461929,"all"
419,"chr2",196000001,197000000,500,267,240.630984702429,1.69987950610439,2.88959033527372,0.000164606256046911,0.0990256518986335,0.237181741013686,"all"
420,"chr2",197000001,198000000,500,230,216.172400060405,0.940473762125823,0.884490897247099,5.03852512676774e-05,0.363555104578526,0.567090579339845,"all"
421,"chr2",198000001,199000000,500,243,221.350039499311,1.45518197449652,2.1175545788996,0.000120627040778996,0.15829499809106,0.324165542519336,"all"
422,"chr2",199000001,200000000,500,364,297.880288787875,3.83098158991498,14.6764199422675,0.000836046033715722,0.000230325812414715,0.0021232929395273,"all"
423,"chr2",200000001,201000000,500,270,264.210126025702,0.356200382608725,0.126878712570602,7.22767846824231e-06,0.737936761142256,0.871720104736238,"all"
424,"chr2",201000001,202000000,500,213,203.406408272648,0.672665132632991,0.45247838066016,2.57755472370732e-05,0.519219079919288,0.708183207482682,"all"
425,"chr2",202000001,203000000,500,217,208.755890652834,0.57059028617505,0.325573274677325,1.85463652613202e-05,0.586309309886708,0.761299271487859,"all"
426,"chr2",203000001,204000000,500,201,199.524035003327,0.104490894877312,0.0109183471122614,6.21966449164397e-07,0.93557419052118,0.987952561408553,"all"
427,"chr2",204000001,205000000,500,219,212.482486128572,0.447116188678186,0.199912886178108,1.13880889369024e-05,0.672823747357417,0.826210087112199,"all"
428,"chr2",205000001,206000000,500,238,255.030893151686,-1.06645130092062,1.13731837723528,6.47876336395327e-05,0.300164652932946,0.500623653262802,"all"
429,"chr2",206000001,207000000,500,245,236.697195454287,0.539669977430325,0.291243684539648,1.65907713367396e-05,0.606412279548019,0.775115472788306,"all"
430,"chr2",207000001,208000000,500,294,242.069353355954,3.33775016057331,11.1405761344072,0.000634625782521738,0.00133560674350917,0.00867094280903397,"all"
431,"chr2",208000001,209000000,500,200,205.744838759437,-0.400510004623473,0.160408263803494,9.13769797100919e-06,0.722180758602676,0.86091153218872,"all"
432,"chr2",209000001,210000000,500,234,237.739966061713,-0.242558536180466,0.0588346434740105,3.35153058545731e-06,0.841659554692201,0.928826666574014,"all"
433,"chr2",210000001,211000000,500,232,247.63425885117,-0.993509295350508,0.987060719947864,5.62281675773241e-05,0.336510596601328,0.542402495493314,"all"
434,"chr2",211000001,212000000,500,270,246.157703032524,1.51964231331137,2.30931276040634,0.000131550594868611,0.140048752314847,0.298958276398638,"all"
435,"chr2",212000001,213000000,500,265,234.001870529877,2.02640301683418,4.10630918663465,0.000233916958100201,0.0496135966385278,0.141253407708698,"all"
436,"chr2",213000001,214000000,500,211,220.956357141117,-0.669803196912062,0.448636322593619,2.55566834119393e-05,0.529030507550696,0.717809022786486,"all"
437,"chr2",214000001,215000000,500,254,250.292573071012,0.234341183340844,0.0549157902095873,3.12829210214033e-06,0.831464646790894,0.922526757875191,"all"
438,"chr2",215000001,216000000,500,231,230.489331624919,0.0336367129644171,0.00113142845905059,6.4452112936487e-08,0.990675927190913,1,"all"
439,"chr2",216000001,217000000,500,204,208.790736276603,-0.331548182349077,0.109924197218977,6.26186014408305e-06,0.774579382348896,0.892067254321529,"all"
440,"chr2",217000001,218000000,500,215,204.664191556705,0.722476157809382,0.521971798603006,2.97342576493545e-05,0.487875664498283,0.681314919686594,"all"
441,"chr2",218000001,219000000,500,205,213.761355632471,-0.59924816337486,0.359098361308143,2.04561304368826e-05,0.577343975199801,0.756511123368822,"all"
442,"chr2",219000001,220000000,500,196,205.477651115685,-0.661178041139567,0.437156402085155,2.4902726789941e-05,0.53576979217322,0.722847997252058,"all"
443,"chr2",220000001,221000000,500,233,208.594798386271,1.68978193363262,2.85536298323121,0.000162656486141696,0.101775870214538,0.241549188663145,"all"
444,"chr2",221000001,222000000,500,233,226.004925947113,0.465300333670519,0.216504400513896,1.23332288149066e-05,0.659187116390813,0.817982942612501,"all"
445,"chr2",222000001,223000000,500,246,242.975112517533,0.194056560134825,0.037657948531361,2.14519471583415e-06,0.863139184956845,0.943459813633226,"all"
446,"chr2",223000001,224000000,500,194,220.872470191251,-1.80815974228302,3.26944165361301,0.000186244584014392,0.0718203823865702,0.187412900596077,"all"
447,"chr2",224000001,225000000,500,210,208.694446364558,0.0903731192683025,0.00816730068628282,4.65252382514989e-07,0.946372819260125,0.99285016088191,"all"
448,"chr2",225000001,226000000,500,229,209.682017174453,1.33407787801012,1.77976378459597,0.000101384701372374,0.196304154888067,0.375202674709392,"all"
449,"chr2",226000001,227000000,500,230,208.108599855965,1.51749939177478,2.30280440403682,0.000131179844675433,0.141606251071504,0.300636044605608,"all"
450,"chr2",227000001,228000000,500,207,202.858107153529,0.290805539331237,0.0845678617057319,4.81742997522687e-06,0.789766022115874,0.898744899336603,"all"
451,"chr2",228000001,229000000,500,267,214.795662727415,3.56199932656554,12.6878392024533,0.000722766020825315,0.000649950408352063,0.00490370479143517,"all"
452,"chr2",229000001,230000000,500,310,273.645435673864,2.19768194419413,4.82980592783689,0.00027513113589477,0.0329734854034824,0.104865553408359,"all"
453,"chr2",230000001,231000000,500,257,213.822565619479,2.95277302481634,8.71886853608306,0.000496672586826706,0.00451379452346738,0.0232334809672908,"all"
454,"chr2",231000001,232000000,500,220,199.662968036148,1.43925852272593,2.07146509523923,0.000118001541497711,0.163573371668842,0.330489680461289,"all"
455,"chr2",232000001,233000000,500,209,182.658174470961,1.94906495382943,3.79885419424612,0.000216402705445693,0.0599018693916816,0.163249676374478,"all"
456,"chr2",233000001,234000000,500,212,195.146346113194,1.20646258713877,1.45555197416556,8.29158922717633e-05,0.243355041200513,0.433084359479747,"all"
457,"chr2",234000001,235000000,476,233,191.160520002636,3.02612718235039,9.15744572375988,0.000521656249033005,0.00370140147176318,0.0199472143224531,"all"
458,"chr2",235000001,236000000,500,212,210.16063375763,0.126879812142503,0.0160984867293169,9.17054433698029e-07,0.917341720670946,0.976450808585781,"all"
459,"chr2",236000001,237000000,500,216,204.679920432025,0.79124660526817,0.626071190348403,3.56643062527138e-05,0.446458438665456,0.64353762878525,"all"
460,"chr2",237000001,238000000,500,211,202.867518222018,0.570974668060633,0.32601207156695,1.85713614389045e-05,0.586305653846901,0.761299271487859,"all"
461,"chr2",238000001,239000000,500,209,194.511926750128,1.03881333313142,1.07913314109161,6.14730967095401e-05,0.31580969489769,0.520061111586259,"all"
462,"chr2",239000001,240000000,486,212,206.216862377462,0.402718369688457,0.162182085284528,9.23874416753206e-06,0.705498015905147,0.848232735589542,"all"
463,"chr2",240000001,241000000,489,251,236.225843945473,0.961255809183804,0.92401273068961,5.26366226664763e-05,0.352194340930387,0.557054196536654,"all"
464,"chr2",241000001,242000000,500,225,235.869907821419,-0.707765831483216,0.500932472215129,2.85357470147563e-05,0.503297015701469,0.695398816393307,"all"
465,"chr2",242000001,243000000,500,175,204.173177826466,-2.04166458307431,4.16839426977999,0.000237453650816868,0.0408883887920874,0.122569767430192,"all"
466,"chr2",243000001,243054000,27,8,0.431960103251052,11.5149377561396,132.59379152777,0.00755323940975992,4.09933438423162e-08,1.29151556918594e-06,"all"
467,"chr3",60001,1000000,446,296,304.253236351296,-0.473158535692808,0.223878999898962,1.27533247640808e-05,0.66225511596502,0.819011727818137,"all"
468,"chr3",1000001,2000000,500,320,359.644824696555,-2.09049721938982,4.37017862427656,0.000248948348427482,0.0362221332389603,0.112147792652375,"all"
469,"chr3",2000001,3000000,500,317,362.060256653574,-2.36811742581665,5.60798014245647,0.000319460030014165,0.0171456320441873,0.0631020886658346,"all"
470,"chr3",3000001,4000000,499,222,320.228215659707,-5.48916717147134,30.1309562363587,0.0017164176653818,7.83814048253392e-09,3.16506320611616e-07,"all"
471,"chr3",4000001,5000000,498,181,248.327728224452,-4.27249293241478,18.2541958575343,0.00103985495818428,8.7883031453255e-06,0.000139204779655515,"all"
472,"chr3",5000001,6000000,500,218,304.416910498901,-4.95295461797433,24.5317594477132,0.00139745798137472,2.23907970656698e-07,5.53400130924786e-06,"all"
473,"chr3",6000001,7000000,500,294,362.534629955637,-3.59944318979474,12.9559912765597,0.000738041372639394,0.00022811257948421,0.00210967343671365,"all"
474,"chr3",7000001,8000000,500,307,336.36616800778,-1.60118357080697,2.56378882742216,0.000146046889424167,0.112274550331784,0.257307062990587,"all"
475,"chr3",8000001,9000000,491,219,255.906871053276,-2.30709912296912,5.3227063632049,0.000303209335866371,0.0202009898985808,0.0724859049302016,"all"
476,"chr3",9000001,10000000,500,216,224.915197575161,-0.594458541181099,0.35338095718316,2.01304370415828e-05,0.579932126266433,0.758115457718637,"all"
477,"chr3",10000001,11000000,500,218,245.041895921025,-1.72749565989901,2.98424125496993,0.000169998070011819,0.0860195105459602,0.214264063193109,"all"
478,"chr3",11000001,12000000,500,209,221.862602740145,-0.863548640812405,0.745716255048952,4.24799181110578e-05,0.408480381275085,0.607762532456808,"all"
479,"chr3",12000001,13000000,500,234,218.125004698324,1.0748822186958,1.15537178406841,6.58160505993409e-05,0.298198016656594,0.499377169249097,"all"
480,"chr3",13000001,14000000,500,246,252.273506562386,-0.394979480883327,0.156008790318863,8.88708083333309e-06,0.723068665928399,0.861611747804123,"all"
481,"chr3",14000001,15000000,500,219,237.625497834883,-1.20826270315989,1.45989875984724,8.31635080352038e-05,0.237876448654923,0.427849296294645,"all"
482,"chr3",15000001,16000000,493,174,206.365011231805,-2.2529820382026,5.07592806446356,0.000289151546658826,0.0233687596024525,0.0808181348374322,"all"
483,"chr3",16000001,16996000,498,226,245.724723295834,-1.25830665105589,1.58333562809149,9.01951209568731e-05,0.21788736482115,0.402501981277215,"all"
484,"chr3",17012001,18000000,494,210,252.948485669408,-2.70042309557948,7.29228489513906,0.000415406883101503,0.00617023320501787,0.029532652084785,"all"
485,"chr3",18000001,19000000,500,274,294.310256491038,-1.18389369969791,1.40160429218441,7.98427487036505e-05,0.246762528958577,0.436708747237186,"all"
486,"chr3",19000001,20000000,500,307,299.800806027804,0.415783716717313,0.172876099087263,9.84793141206765e-06,0.692789139963825,0.840552883739435,"all"
487,"chr3",20000001,21000000,500,247,287.404657967776,-2.38333194176812,5.68027114465219,0.000323578105532365,0.0163214561840116,0.0609291860410953,"all"
488,"chr3",21000001,22000000,500,295,300.411606306449,-0.312225119481808,0.0974845252354295,5.5532310326594e-06,0.783693712619856,0.896230504220633,"all"
489,"chr3",22000001,23000000,500,279,295.622287296406,-0.966767846429746,0.934640068890408,5.32420117182127e-05,0.348952908109574,0.554879638130976,"all"
490,"chr3",23000001,24000000,500,191,232.319230436168,-2.71087594616774,7.34884839551083,0.000418629037436479,0.0059308956839089,0.0286743303975832,"all"
491,"chr3",24000001,25000000,500,205,229.896870401535,-1.64201919255012,2.69622702870295,0.000153591265595522,0.103601970896014,0.243611920058581,"all"
492,"chr3",25000001,26000000,492,220,243.874709029609,-1.52881419068135,2.33727282962868,0.000133143347397341,0.130824174630176,0.2859234247585,"all"
493,"chr3",26000001,27000000,492,237,301.797211009269,-3.72991300340702,13.9122510129848,0.000792514954274773,0.000125137668799472,0.00127676048558038,"all"
494,"chr3",27000001,28000000,500,202,238.159871966582,-2.34310952770752,5.49016225883374,0.000312748503995488,0.0182155870426873,0.0662742234154627,"all"
495,"chr3",28000001,29000000,500,228,285.438069264278,-3.39972575623427,11.5581352176027,0.000658412143004801,0.000496873667126592,0.00393518454047497,"all"
496,"chr3",29000001,30000000,500,297,281.321865418055,0.934743909001197,0.873746175414837,4.97731754272082e-05,0.36449815568844,0.567845114235157,"all"
497,"chr3",30000001,31000000,500,232,252.460335813035,-1.28770440007447,1.65818262197115,9.44587991982149e-05,0.206689071500512,0.388830425191579,"all"
498,"chr3",31000001,32000000,500,188,231.66003207995,-2.86852404340268,8.22843018757927,0.000468734640266059,0.00349995251755507,0.0191861641832321,"all"
499,"chr3",32000001,33000000,500,169,212.056020978902,-2.95670903229474,8.7421283016533,0.00049799758534996,0.00254902766131808,0.0148537851727621,"all"
500,"chr3",33000001,34000000,500,191,210.327181731567,-1.33266450011798,1.7759946698747,0.000101169992783649,0.19133567327759,0.367913732586754,"all"
501,"chr3",34000001,35000000,500,217,265.270310472882,-2.96371043553345,8.78357954568986,0.00050035886611909,0.00254601416334353,0.0148537851727621,"all"
502,"chr3",35000001,36000000,500,290,292.357756068557,-0.137892790821047,0.019014421760417,1.08316142211304e-06,0.921135099602814,0.978109011318988,"all"
503,"chr3",36000001,37000000,500,273,252.698651850683,1.277095623282,1.63097323100604,9.29088092493251e-05,0.214886670112407,0.399015597935409,"all"
504,"chr3",37000001,38000000,500,197,210.466785312504,-0.928265378378371,0.86167661269594,4.908562968516e-05,0.372604406266035,0.575342843463963,"all"
505,"chr3",38000001,39000000,500,205,228.513577311406,-1.55547380708047,2.41949876451342,0.000137827368909356,0.124082438497578,0.276413637274714,"all"
506,"chr3",39000001,40000000,492,227,235.077026854218,-0.526800807690901,0.277519090983786,1.58089463377361e-05,0.627005771970647,0.794652787803055,"all"
507,"chr3",40000001,41000000,500,183,230.37151080071,-3.12106526606098,9.74104839501229,0.000554901325181398,0.00141550191881397,0.00905858035990991,"all"
508,"chr3",41000001,42000000,500,219,220.589911466607,-0.107048384679634,0.0114593566625188,6.52785197229271e-07,0.950397910156009,0.994139900931054,"all"
509,"chr3",42000001,43000000,500,194,207.577728901388,-0.942403206450375,0.888123803527948,5.05922007075893e-05,0.365047304798246,0.568181662788584,"all"
510,"chr3",43000001,44000000,499,184,211.853457222386,-1.91364480378361,3.66203643504803,0.000208608846632072,0.0560870126812652,0.155363734644625,"all"
511,"chr3",44000001,45000000,500,200,226.467982592364,-1.75880395955116,3.09339136813282,0.000176215834258715,0.0803022993881758,0.203689957355713,"all"
512,"chr3",45000001,46000000,500,176,193.437204196838,-1.25373817553685,1.57185941279847,8.9541375403425e-05,0.220926729670034,0.406023675617941,"all"
513,"chr3",46000001,47000000,500,182,203.669799937726,-1.51841883899931,2.30559577062801,0.000131338855590656,0.134038653287022,0.290029297338786,"all"
514,"chr3",47000001,48000000,500,153,158.18439804393,-0.412208093798965,0.169915512593376,9.67928084160001e-06,0.718109440029771,0.858602056826949,"all"
515,"chr3",48000001,49000000,500,176,150.646497823251,2.06565809212852,4.26694335357606,0.000243067524701516,0.0470341112162676,0.135797378506585,"all"
516,"chr3",49000001,50000000,500,190,148.028983479855,3.44965854180667,11.9001440550597,0.000677894764323655,0.00104296308191112,0.00718792104769031,"all"
517,"chr3",50000001,51000000,500,186,159.623520152503,2.08770145070187,4.35849734726269,0.000248282921480406,0.0445276059552338,0.130486381737863,"all"
518,"chr3",51000001,52000000,498,188,160.187834431861,2.1974552567697,4.82880960550479,0.000275074380137077,0.0345630345282813,0.108203211393001,"all"
519,"chr3",52000001,53000000,500,202,166.247182497819,2.7728930880626,7.68893607782535,0.000438002219658921,0.00786865043914364,0.0354707874355736,"all"
520,"chr3",53000001,54000000,500,184,177.198493266586,0.510946136947505,0.261065954861578,1.48716892102304e-05,0.629042289932924,0.795624018244782,"all"
521,"chr3",54000001,55000000,500,245,208.305487974605,2.54244028154309,6.4640025852129,0.000368223568455651,0.0142374170993375,0.0555564646684939,"all"
522,"chr3",55000001,56000000,500,201,210.672152377558,-0.666376332136806,0.444057416032103,2.52958448229258e-05,0.531955104453501,0.719894813516984,"all"
523,"chr3",56000001,57000000,500,197,185.675712834691,0.831061806846218,0.690663726798501,3.93438366912792e-05,0.424317015189213,0.623535049998705,"all"
524,"chr3",57000001,58000000,500,178,169.582009104762,0.646425624366733,0.417866087837921,2.38038490814147e-05,0.53783010790137,0.723662178430726,"all"
525,"chr3",58000001,59000000,500,162,180.395554055494,-1.36961958596017,1.87585781024571,0.000106858722238789,0.179351971354259,0.351952157339261,"all"
526,"chr3",59000001,60000000,500,208,211.929038601037,-0.269892652505222,0.0728420438763043,4.14946574914658e-06,0.822212644988282,0.918549930005262,"all"
527,"chr3",60000001,61000000,500,204,219.034974329766,-1.01588829827873,1.03202903457964,5.87897991767652e-05,0.326158203136402,0.530701230642488,"all"
528,"chr3",61000001,62000000,500,198,190.579789758287,0.537499158729855,0.288905345635302,1.64575672601221e-05,0.609841315997788,0.778110837990947,"all"
529,"chr3",62000001,63000000,500,222,229.236165743132,-0.477932911346207,0.228419867747862,1.30119964680545e-05,0.662802922648815,0.819011727818137,"all"
530,"chr3",63000001,64000000,498,210,228.063808009315,-1.19613754637473,1.43074502984735,8.15027583135204e-05,0.243102104838011,0.432902940727067,"all"
531,"chr3",64000001,65000000,500,202,196.824275298441,0.368919692083879,0.136101739207264,7.75307055083249e-06,0.730986322668522,0.867082245382977,"all"
532,"chr3",65000001,66000000,500,184,210.251412166587,-1.81043613840163,3.27767901123061,0.000186713827208003,0.0714758125509783,0.187142606925712,"all"
533,"chr3",66000001,67000000,451,175,174.43561016281,0.0427328256186125,0.00182609438535075,1.04023935950907e-07,0.986036177411462,1,"all"
534,"chr3",67000001,68000000,500,199,220.096461910054,-1.42201145612084,2.02211658133892,0.000115190390721268,0.161684499689889,0.327756028731225,"all"
535,"chr3",68000001,69000000,500,274,264.738618485525,0.569202928529885,0.323991973846997,1.84562860531409e-05,0.585247995411125,0.761168937251708,"all"
536,"chr3",69000001,70000000,500,194,195.301160188042,-0.0931061470655799,0.00866875462139739,4.93817834797824e-07,0.963767914263715,0.997110418016246,"all"
537,"chr3",70000001,71000000,500,218,215.60998185207,0.1627671529791,0.0264931460889216,1.50918887544942e-06,0.888763915589876,0.958553067109594,"all"
538,"chr3",71000001,72000000,500,188,189.048959699095,-0.0762907100635567,0.00582027244200167,3.31553315414919e-07,0.977813708956237,1,"all"
539,"chr3",72000001,73000000,500,195,192.963178859354,0.146627581549835,0.0214996476711535,1.22473295479826e-06,0.902521667411322,0.965496127040396,"all"
540,"chr3",73000001,74000000,500,231,197.645726891459,2.3725084387017,5.62879629171077,0.000320645827305994,0.022145422601824,0.0777122724595219,"all"
541,"chr3",74000001,75000000,500,270,251.642575040017,1.15723004670793,1.33918138100364,7.62868115261259e-05,0.26136702777427,0.454708949748732,"all"
542,"chr3",75000001,76000000,375,154,184.521391790828,-2.24688566216486,5.04849517884203,0.000287588825279397,0.0237073046523525,0.0814974129955569,"all"
543,"chr3",76000001,77000000,500,317,316.502675807591,0.0279544462061463,0.000781451062692329,4.45155606119785e-08,0.992642493770226,1,"all"
